Sentence,S,D,I,POS_Tags,TF_IDF,Sentiment_Score,Custom_Embeddings,NER_Entities
Here's some exclaim.,,,,"['ADV', 'AUX', 'DET', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.001762637053616345, 0.007582781370729208, 0.00398690439760685, -0.006341196596622467, 0.008110498078167439, -0.019325805827975273, 0.00408711563795805, 0.009711799211800098, -0.0022817279677838087, -0.007812676019966602, -0.004341352265328169, -0.012502205558121204, -0.005985017400234938, 0.006191858556121588, -0.0003206152468919754, 0.004738290328532457, -0.0013059430057182908, -0.004573031794279814, -0.009211852215230465, -0.01734353043138981, 0.002173126908019185, 0.009040486998856068, -0.0006964262574911118, -0.0037585736718028784, 0.0011338171316310763, 0.0024498647544533014, -0.003683506278321147, -0.004242913331836462, -0.009562795050442219, 0.0025058938190340996, 0.012356665916740894, -0.00770428404211998, 0.004243491217494011, -0.009316976182162762, -0.003914129454642534, 0.00951803382486105, 0.004249729216098785, -0.0044935294426977634, -0.006149202585220337, -0.011944908648729324, 0.003944797907024622, -0.0062811668030917645, -0.010935932397842407, 0.001749425777234137, 0.00798619445413351, 0.0050635128282010555, 0.0001709464268060401, -0.0038065772969275713, 0.0043847812339663506, 0.0030570763628929853, 0.005293287802487612, -0.005309512373059988, -0.001951394253410399, 0.00285086571238935, -0.005795760545879602, 0.0056877112947404385, -0.001513620256446302, -0.0005193042452447116, -0.0030278339982032776, 0.0010656540980562568, 0.004787628073245287, -0.003873663255944848, 0.002222132869064808, 0.001696793013252318, -0.0024292629677802324, 0.0071398671716451645, 0.00813667755573988, 0.0030605073552578688, -0.013838808983564377, 0.003215261036530137, -0.010446886532008648, 0.0011571496725082397, 0.014433294534683228, -0.003237079828977585, 0.007985950447618961, 0.0024042425211519003, -0.004230983089655638, 0.0022900777403265238, -0.007485858630388975, -0.006118029356002808, -0.006226301193237305, 0.0013470732374116778, -0.011181687004864216, 0.011746417731046677, -0.009431450627744198, -0.0023902158718556166, 0.004715420305728912, 0.003407635958865285, 0.006267076823860407, 0.0026085402350872755, 0.014275901019573212, 0.01140089426189661, 0.0036746992263942957, 0.0036953219678252935, 0.015551328659057617, 0.003492757910862565, 0.007879461161792278, -0.0026566002052277327, 0.0031460293103009462, 0.0003526910732034594]",[]
Now you have fire.,,,,"['ADV', 'PRON', 'VERB', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.008023200556635857, 0.021577714011073112, 0.007534898817539215, 0.001768034533597529, 0.008384390734136105, -0.036095403134822845, 0.014884206466376781, 0.039040565490722656, -0.01461607776582241, -0.01608997769653797, -0.005774850491434336, -0.026806216686964035, 0.0019749021157622337, 0.01351967640221119, 0.009103837423026562, -0.016030792146921158, 0.0075306035578250885, -0.014117812737822533, -0.005907122511416674, -0.03631240501999855, 0.011884721927344799, 0.007476650178432465, 0.017069119960069656, -0.008926323615014553, 0.0005675991415046155, 0.003352179192006588, -0.011800725013017654, -0.008837836794555187, -0.024761097505688667, 0.0036000064574182034, 0.03308967128396034, -0.0004027292598038912, 0.002545525785535574, -0.023794976994395256, -0.01238627452403307, 0.01988825760781765, 0.010044872760772705, -0.016396403312683105, -0.013939335942268372, -0.02706078812479973, 0.004855568520724773, -0.013745107688009739, -0.00971559900790453, 0.0010475961025804281, 0.01950034499168396, -0.005414937622845173, -0.018762702122330666, -0.00800318457186222, 0.014595004729926586, 0.008512460626661777, 0.011411832645535469, -0.013816787861287594, -0.001319898059591651, -2.6129535399377346e-05, -0.02089323103427887, 0.008910944685339928, 0.0021754885092377663, 0.0005152366356924176, -0.02606165036559105, 0.002511016558855772, 0.004398013930767775, 0.0004612028715200722, 0.005145752802491188, -0.0075613958761096, -0.017748989164829254, 0.020523784682154655, 0.009042172692716122, 0.020835530012845993, -0.03350524976849556, 0.024997446686029434, -0.01744992658495903, 0.019123420119285583, 0.020743610337376595, 0.0008164925966411829, 0.02973126992583275, 0.00898495689034462, 0.0001657578395679593, 0.0013294292148202658, -0.016421614214777946, 0.006189531646668911, -0.013937685638666153, 0.002158570336177945, -0.0177015233784914, 0.02844463475048542, -0.009372827596962452, -0.004030406009405851, 0.013630839064717293, 0.016175398603081703, 0.013366066850721836, 0.008800663985311985, 0.027819624170660973, 0.010063732042908669, 0.004582677967846394, 0.0026800348423421383, 0.034196797758340836, 0.015946051105856895, 0.01830511912703514, -0.0197699386626482, -0.00779841560870409, -0.003019465133547783]",[]
"Grab your stuff, head back to camp Hermosa.",,,,"['VERB', 'PRON', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADP', 'NOUN', 'PROPN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.00859882589429617, 0.01645689085125923, 0.0031837306451052427, -0.0029793973080813885, 0.009457527659833431, -0.02861751802265644, 0.014084285125136375, 0.03583940863609314, -0.011240205727517605, -0.012869087047874928, -0.0030272260773926973, -0.023571612313389778, -0.0030452848877757788, 0.00517562311142683, 0.00656219944357872, -0.011988560669124126, 0.00427740253508091, -0.013045095838606358, -0.002683082362636924, -0.029031312093138695, 0.009702407754957676, 0.007587402127683163, 0.012824870645999908, -0.010623978450894356, -0.0015634458977729082, 0.002163043012842536, -0.010869402438402176, -0.004514309577643871, -0.021381858736276627, 0.004205737728625536, 0.024693448096513748, -0.0002250256948173046, 0.0016990756848827004, -0.021154191344976425, -0.005803409032523632, 0.016369014978408813, 0.00836749654263258, -0.007249028887599707, -0.010869486257433891, -0.01913789100944996, 0.002336848760023713, -0.013079525902867317, -0.010168453678488731, 0.0013549351133406162, 0.017621032893657684, -0.006265105213969946, -0.00927396584302187, -0.0002132540976163, 0.008963030762970448, 0.009638559073209763, 0.0076964255422353745, -0.011703369207680225, 0.0009763300186023116, -0.001409506076015532, -0.01256546936929226, 0.010340757668018341, 0.006309666205197573, 0.004777243360877037, -0.01480761170387268, 0.009332439862191677, 0.00298668653704226, 0.0009256869088858366, 0.00620462978258729, -0.005998048931360245, -0.016936728730797768, 0.012347028590738773, 0.008502095937728882, 0.014327247627079487, -0.017732718959450722, 0.020647922530770302, -0.013369139283895493, 0.01161503978073597, 0.017075860872864723, 0.001429738593287766, 0.021788114681839943, 0.008708834648132324, -0.0007058095070533454, 0.0036271438002586365, -0.008523215539753437, 0.00028743321308866143, -0.012615872547030449, 0.002390157664194703, -0.014945200644433498, 0.0184056106954813, -0.004021899309009314, -0.005473138298839331, 0.007949240505695343, 0.010671734809875488, 0.01156749576330185, -0.00012104475172236562, 0.020626043900847435, 0.012107416056096554, 0.002284301444888115, 0.0027656059246510267, 0.028171682730317116, 0.010856452398002148, 0.01028386875987053, -0.015620344318449497, -0.005403517745435238, -0.004823381081223488]","[('Hermosa', 'GPE')]"
Your opposition tribe is about to enter.,,,,"['PRON', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'PART', 'VERB', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.015640629455447197, 0.020442653447389603, 0.00622066343203187, -0.0011581741273403168, 0.013495729304850101, -0.04027767851948738, 0.018691305071115494, 0.049588922411203384, -0.016567280516028404, -0.01828012242913246, -0.004966541193425655, -0.03402005508542061, -0.004770549479871988, 0.008854658342897892, 0.012378019280731678, -0.01615195721387863, 0.0032833819277584553, -0.013706697151064873, -0.006318450905382633, -0.040629930794239044, 0.014756535179913044, 0.016058148816227913, 0.015462980605661869, -0.01621708832681179, -0.0005851028836332262, 0.0034582370426505804, -0.012968556024134159, -0.011109702289104462, -0.03150743991136551, 0.0045087519101798534, 0.035016827285289764, 0.001658236375078559, 0.001084488583728671, -0.022334443405270576, -0.011879676952958107, 0.02335972711443901, 0.009133142419159412, -0.01259318646043539, -0.014430328272283077, -0.030399667099118233, 0.008909543976187706, -0.014315756037831306, -0.014217994175851345, -0.0005577898700721562, 0.029114125296473503, -0.005430137272924185, -0.013031025417149067, -0.006796117871999741, 0.015972156077623367, 0.008593522943556309, 0.014712125062942505, -0.016748039051890373, -0.0024482368025928736, -0.0020407489500939846, -0.021825626492500305, 0.009777083992958069, 0.0042421817779541016, 0.004335756413638592, -0.019432317465543747, 0.004350085277110338, 0.0037459779996424913, 0.0020517983939498663, 0.010542555712163448, -0.010640433058142662, -0.02170034870505333, 0.021386321634054184, 0.011876651085913181, 0.01790023222565651, -0.03310028836131096, 0.030037689954042435, -0.020265057682991028, 0.014501788653433323, 0.025227203965187073, -0.0006496832356788218, 0.03123977966606617, 0.012254677712917328, -0.003738308558240533, -0.0026914046611636877, -0.02038457617163658, 0.0005746702663600445, -0.016577448695898056, 0.004493944346904755, -0.021563712507486343, 0.026265615597367287, -0.007520083803683519, -0.010559680871665478, 0.011423789896070957, 0.015244574286043644, 0.016998056322336197, 0.005058188457041979, 0.03166763111948967, 0.015939829871058464, 0.006841353606432676, 0.002743167569860816, 0.03841899707913399, 0.019093183800578117, 0.02015678957104683, -0.017722265794873238, -0.008446477353572845, -0.004284684546291828]",[]
"I'm definitely feeling backstabbed, like I had an alliance.",,,,"['PRON', 'AUX', 'ADV', 'VERB', 'VERB', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.009931104257702827, 0.017765246331691742, 0.006275702267885208, -0.000900317681953311, 0.010951678268611431, -0.034636251628398895, 0.011703415773808956, 0.039152842015028, -0.01666785031557083, -0.016595738008618355, -0.00578514626249671, -0.02780364640057087, -0.0020967600867152214, 0.009786278009414673, 0.008168003521859646, -0.011449422687292099, 0.007842752151191235, -0.014940881170332432, -0.002064767759293318, -0.03801123425364494, 0.0139158945530653, 0.01271497830748558, 0.011708850972354412, -0.010033450089395046, -0.0017108451575040817, 0.0006435628165490925, -0.009528466500341892, -0.004031666088849306, -0.025505410507321358, 0.002795974025502801, 0.02655881829559803, 0.0007307656342163682, -0.0010387430666014552, -0.02108018845319748, -0.008782419376075268, 0.01982562057673931, 0.013419246301054955, -0.010901940055191517, -0.01289580948650837, -0.02533828467130661, 0.004943226929754019, -0.011761795729398727, -0.011227552779018879, -0.0032838922925293446, 0.022404350340366364, -0.004049327690154314, -0.017148446291685104, -0.002044996712356806, 0.014666910283267498, 0.011259909719228745, 0.008096734061837196, -0.008699547499418259, -0.0019939052872359753, 0.0006488786893896759, -0.013073600828647614, 0.009541328065097332, 0.001373244565911591, 0.0019341142615303397, -0.019248001277446747, 0.010691128671169281, 0.001490261172875762, -0.00125414680223912, 0.00963684543967247, -0.009804759174585342, -0.018937652930617332, 0.013583180494606495, 0.012294423766434193, 0.019390704110264778, -0.022586440667510033, 0.022275172173976898, -0.013587509281933308, 0.0198768749833107, 0.01905801147222519, -0.005359075963497162, 0.024678410962224007, 0.011235997080802917, 0.001510286470875144, -0.0012131393887102604, -0.016569681465625763, -0.005135823506861925, -0.012740056961774826, 0.003342108568176627, -0.01426161639392376, 0.02360910177230835, -0.008283237926661968, -0.004229254089295864, 0.010605731047689915, 0.016821056604385376, 0.014183646999299526, 0.0071462709456682205, 0.022196432575583458, 0.009899094700813293, 0.003987419418990612, 0.0019511481514200568, 0.03471817076206207, 0.011776428669691086, 0.013093867339193821, -0.01813642866909504, -0.00011276204168098047, 0.0005093496874906123]",[]
"Obviously it's a game and they're gonna do that, but I don't understand what I possibly did to where he vote me out.",,,,"['ADV', 'PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'PRON', 'AUX', 'VERB', 'PART', 'VERB', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'PRON', 'ADV', 'VERB', 'ADP', 'SCONJ', 'PRON', 'VERB', 'PRON', 'ADP', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],-0.2,"[-0.009928171522915363, 0.02506917156279087, 0.00738073093816638, -0.0008063833229243755, 0.012542706914246082, -0.04182484745979309, 0.018012428656220436, 0.04831929877400398, -0.016872931271791458, -0.015343450009822845, -0.005244791973382235, -0.03346477821469307, -0.004655146040022373, 0.012677454389631748, 0.008746718987822533, -0.01545480266213417, 0.0069793956354260445, -0.014604111202061176, -0.005401983857154846, -0.04130637273192406, 0.013999143615365028, 0.0158825870603323, 0.013645490631461143, -0.012052331119775772, -0.0018910833168774843, 0.00368387158960104, -0.010553162544965744, -0.009373652748763561, -0.03329786658287048, 0.00399048300459981, 0.0320085771381855, 6.899115396663547e-05, 0.001457230537198484, -0.024518057703971863, -0.012902459129691124, 0.020987628027796745, 0.015204498544335365, -0.012662681750953197, -0.014643234200775623, -0.02993631921708584, 0.007907090708613396, -0.015846172347664833, -0.011911666020751, -0.00036053714575245976, 0.026407036930322647, -0.0039648027159273624, -0.016230877488851547, -0.004918680991977453, 0.01563459075987339, 0.01255678478628397, 0.010511050000786781, -0.015474156476557255, -0.0009914670372381806, -0.005462285131216049, -0.018598448485136032, 0.010840189643204212, 0.006205002777278423, 0.004163549747318029, -0.02104301191866398, 0.008050219155848026, 0.0042088828049600124, -0.0005077601526863873, 0.00957892183214426, -0.010463476181030273, -0.018984859809279442, 0.021176768466830254, 0.010201016440987587, 0.022474776953458786, -0.03113756701350212, 0.026010924950242043, -0.019681675359606743, 0.01564656011760235, 0.022838832810521126, -0.00033955619437620044, 0.028345253318548203, 0.014218095690011978, 0.00029935481143184006, -0.00034062669146806, -0.02101077511906624, -0.00301916990429163, -0.016736995428800583, 0.0056419880129396915, -0.01937233842909336, 0.03175411373376846, -0.007713867351412773, -0.00590770086273551, 0.015038282610476017, 0.017770059406757355, 0.019616184756159782, 0.0043471259996294975, 0.030879883095622063, 0.014791264198720455, 0.0042387316934764385, 0.002035462763160467, 0.040423423051834106, 0.017763542011380196, 0.01581459306180477, -0.021735798567533493, -0.005499077029526234, -0.003947775810956955]",[]
Welcome to Tribal Council.,,,,"['VERB', 'ADP', 'PROPN', 'PROPN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0.8,"[-0.007209222298115492, 0.017087647691369057, 0.0035292382817715406, 0.001778105623088777, 0.011211504228413105, -0.031642235815525055, 0.011758513748645782, 0.04093827307224274, -0.015337430872023106, -0.015418315306305885, -0.009244805201888084, -0.026847274973988533, -0.008273671381175518, 0.01099073700606823, 0.010742253623902798, -0.012415802106261253, 0.00446194875985384, -0.005443570204079151, -0.008047152310609818, -0.03519899398088455, 0.015277835540473461, 0.01008740533143282, 0.007666688412427902, -0.014369750395417213, 0.0030335665214806795, 0.0048090750351548195, -0.011470381170511246, -0.010120652616024017, -0.027228252962231636, 0.0016365102492272854, 0.029282769188284874, -0.003207971341907978, -0.0012586211087182164, -0.02255900576710701, -0.007305573672056198, 0.017722470685839653, 0.010495446622371674, -0.010550418868660927, -0.011442478746175766, -0.019615771248936653, 0.00680210255086422, -0.012227265164256096, -0.01265642512589693, -0.0018292188178747892, 0.023773452267050743, -0.003940183203667402, -0.012082645669579506, -0.0024133811239153147, 0.014374678954482079, 0.007552966009825468, 0.00864274613559246, -0.016763098537921906, -0.0009800682310014963, -0.0029873375315219164, -0.012680652551352978, 0.00876445323228836, 0.0026939345989376307, 0.004432447254657745, -0.012679539620876312, 0.0025281552225351334, 0.0021663326770067215, 0.0034879425074905157, 0.005982979200780392, -0.0056587993167340755, -0.01674537919461727, 0.017117846757173538, 0.010717031545937061, 0.01459525991231203, -0.022797418758273125, 0.01722285896539688, -0.014265544712543488, 0.007752101868391037, 0.01705535501241684, 0.0011344674276188016, 0.018955059349536896, 0.011754081584513187, -0.004506213124841452, 0.0013371254317462444, -0.011300915852189064, -0.0013462379574775696, -0.013936754316091537, 0.002883507404476404, -0.015169613994657993, 0.026056962087750435, -0.004231137223541737, -0.003776712343096733, 0.011173097416758537, 0.01188635639846325, 0.014766024425625801, 0.0003210816066712141, 0.020061898976564407, 0.008296375162899494, -0.0001934102037921548, 0.0006111420225352049, 0.029203463345766068, 0.0176033116877079, 0.01755962148308754, -0.018706265836954117, -0.006154181901365519, -0.0010282087605446577]","[('Tribal Council', 'ORG')]"
"Just like Mogaton before you, you now have to vote out one of your own based on what you've learned about each other in just a few hours.",,,,"['ADV', 'ADP', 'PROPN', 'ADP', 'PRON', 'PUNCT', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'ADP', 'NUM', 'ADP', 'PRON', 'ADJ', 'VERB', 'ADP', 'PRON', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'ADP', 'ADV', 'DET', 'ADJ', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0.091666667,"[-0.010785221122205257, 0.02119913324713707, 0.007628465536981821, -0.0008470828761346638, 0.011120925657451153, -0.03889552131295204, 0.016651729121804237, 0.04265584796667099, -0.014583711512386799, -0.01579315774142742, -0.00499530928209424, -0.03170369938015938, -0.0045346361584961414, 0.00955395121127367, 0.009318106807768345, -0.015354020521044731, 0.006988949608057737, -0.015907352790236473, -0.004429252818226814, -0.03690718859434128, 0.012572744861245155, 0.014520801603794098, 0.014441645704209805, -0.012382394634187222, -0.0018036571564152837, 0.005482869688421488, -0.010419933125376701, -0.009217818267643452, -0.029086926952004433, 0.0031054653227329254, 0.032215673476457596, -0.0002068461908493191, 0.001421583816409111, -0.02410726062953472, -0.011733676306903362, 0.02165965363383293, 0.013973708264529705, -0.011140542104840279, -0.01241546031087637, -0.028284160420298576, 0.005260956473648548, -0.016232499852776527, -0.010767470113933086, -0.0004158870433457196, 0.02449929155409336, -0.0025941613130271435, -0.014796256087720394, -0.00665644695982337, 0.012859242036938667, 0.011740738525986671, 0.011025638319551945, -0.015617896802723408, -0.00016337896522600204, -0.004288549534976482, -0.02079869620501995, 0.010162933729588985, 0.0034131298307329416, 0.0051253484562039375, -0.019627640023827553, 0.00583430053666234, 0.003693673759698868, -0.00038156937807798386, 0.009928072802722454, -0.006937240716069937, -0.019816428422927856, 0.01933024637401104, 0.00984162837266922, 0.019628459587693214, -0.02768854983150959, 0.02221068926155567, -0.01862705871462822, 0.016201617196202278, 0.022024020552635193, 0.0004744499456137419, 0.029603376984596252, 0.0127365468069911, -0.0011128771584481, 0.001346880802884698, -0.015847668051719666, -0.0004027851391583681, -0.015596005134284496, 0.004140716977417469, -0.01882312074303627, 0.025947624817490578, -0.00664932606741786, -0.007521678693592548, 0.01242158655077219, 0.01800805889070034, 0.0186537504196167, 0.005192880053073168, 0.028814241290092468, 0.013354174792766571, 0.004743799567222595, 0.0008160043507814407, 0.03426837548613548, 0.016140831634402275, 0.01778547652065754, -0.02029704861342907, -0.005882985889911652, -0.00351208564825356]","[('Mogaton', 'PERSON'), ('one', 'CARDINAL'), ('just a few hours', 'TIME')]"
Let's start at the start.,,,,"['VERB', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.00966169498860836, 0.018258007243275642, 0.0007861523190513253, 0.0006245364202186465, 0.0091764060780406, -0.028528820723295212, 0.011503730900585651, 0.03747374191880226, -0.01606905274093151, -0.006301986984908581, -0.008262328803539276, -0.024327334016561508, -0.0032749187666922808, 0.012066615745425224, 0.004908268805593252, -0.015608206391334534, 0.005353853572160006, -0.01179940439760685, -0.004529325291514397, -0.032514527440071106, 0.0069494410417973995, 0.0136567372828722, 0.009323980659246445, -0.014294390566647053, -0.0005495314253494143, 0.00021226257376838475, -0.00842314213514328, -0.008875236846506596, -0.028222346678376198, 0.007233487907797098, 0.026035640388727188, -0.0028797199483960867, 0.0006604972877539694, -0.01954420655965805, -0.016371365636587143, 0.02425627037882805, 0.010075708851218224, -0.008367492817342281, -0.00743833277374506, -0.024798143655061722, 0.007893310859799385, -0.016346540302038193, -0.009755989536643028, 0.000959451193921268, 0.02452722378075123, -0.005519446451216936, -0.01297132857143879, -0.0087111322209239, 0.013958784751594067, 0.008734646253287792, 0.013157935813069344, -0.010555701330304146, -0.0015394854126498103, -0.006602004170417786, -0.016836710274219513, 0.011098011396825314, 0.0037976112216711044, 0.0003676069900393486, -0.018838560208678246, 0.004866591654717922, 0.0008817566558718681, -0.0030255005694925785, 0.007138948887586594, -0.007558194454759359, -0.017425859346985817, 0.018082767724990845, 0.011786137707531452, 0.01832013763487339, -0.02474282868206501, 0.024135079234838486, -0.013639116659760475, 0.013408760540187359, 0.016874609515070915, -0.0011253614211454988, 0.018337104469537735, 0.013367163017392159, 0.0028374530375003815, 0.001201551640406251, -0.01585812121629715, 0.002670911606401205, -0.012209711596369743, 0.0055205184035003185, -0.01626497693359852, 0.026015272364020348, -0.007542756851762533, -0.007240289356559515, 0.007433011196553707, 0.016592320054769516, 0.0178820863366127, 0.006379873491823673, 0.02862893044948578, 0.010720239952206612, 0.002508916426450014, 0.0014168270863592625, 0.03091316856443882, 0.010710358619689941, 0.014325818046927452, -0.012259882874786854, -0.0033080808352679014, -0.0015441958094015718]",[]
"Nathan, how do you feel about being outsmarted by your opposition tribe so early in this game?",,,,"['PROPN', 'PUNCT', 'SCONJ', 'AUX', 'PRON', 'VERB', 'ADP', 'AUX', 'VERB', 'ADP', 'PRON', 'NOUN', 'NOUN', 'ADV', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],-0.15,"[-0.007654587272554636, 0.018459873273968697, 0.0032667857594788074, -0.0021674884483218193, 0.011618904769420624, -0.03152775764465332, 0.01281723938882351, 0.03820332884788513, -0.013384262099862099, -0.012989616952836514, -0.005891419015824795, -0.024839796125888824, -0.0054465290158987045, 0.007980437017977238, 0.006440144032239914, -0.01525347400456667, 0.003959964029490948, -0.01192599255591631, -0.0045896777883172035, -0.03488624095916748, 0.008831361308693886, 0.00904788263142109, 0.010899617336690426, -0.00991648156195879, -0.0018004820449277759, 0.0007977906498126686, -0.007784461136907339, -0.007130347657948732, -0.024951696395874023, 0.003500766819342971, 0.02505607344210148, 0.0008719093166291714, 0.0018155330326408148, -0.019582731649279594, -0.011286715976893902, 0.016607176512479782, 0.007975369691848755, -0.011967401951551437, -0.012511531822383404, -0.02504892461001873, 0.0057220906019210815, -0.013472793623805046, -0.009425362572073936, 0.0004562829853966832, 0.020467190071940422, -0.003946916665881872, -0.00999620370566845, -0.006509657483547926, 0.011089322157204151, 0.009762863628566265, 0.00980892963707447, -0.014591815881431103, -0.0025541353970766068, 0.000198719251784496, -0.018695903941988945, 0.0064904033206403255, 0.0037046174984425306, 0.001788571011275053, -0.015054927207529545, 0.006637426093220711, 0.006097169127315283, 0.0012843853328377008, 0.0073709795251488686, -0.006218560505658388, -0.016018204391002655, 0.016235653311014175, 0.008062822744250298, 0.016679780557751656, -0.028141584247350693, 0.02165224403142929, -0.015077831223607063, 0.014158966019749641, 0.019516868516802788, -0.0011183207388967276, 0.025377126410603523, 0.010447531938552856, -0.00036156096030026674, -0.00016382876492571086, -0.015942588448524475, -0.001377392909489572, -0.012266610749065876, 0.005867676343768835, -0.018283994868397713, 0.024128545075654984, -0.007401171140372753, -0.00677806930616498, 0.009034409187734127, 0.015504810959100723, 0.015888042747974396, 0.004495746921747923, 0.022973673418164253, 0.01094764657318592, 0.00488605722784996, 0.0008710880065336823, 0.03039253130555153, 0.010579938068985939, 0.017111655324697495, -0.017026634886860847, -0.0037460094317793846, -0.0026460797525942326]",[]
"We were robbed, weren't we?",,,,"['PRON', 'AUX', 'VERB', 'PUNCT', 'AUX', 'PART', 'PRON', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[0.0007922247750684619, 0.004956886637955904, 0.004485270008444786, -0.003353168023750186, -0.001354449661448598, -0.012167051434516907, 0.003370461519807577, 0.014029448851943016, -0.003249805886298418, 0.0027601667679846287, 0.0032309959642589092, -0.009539538994431496, -0.00131862866692245, 0.005046045873314142, -0.0009247714770026505, -0.006061658263206482, 0.0015796360094100237, -0.006605538539588451, 0.0017196405678987503, -0.007755303289741278, 0.0031852603424340487, -0.0013161604292690754, 0.0010580056114122272, 0.0014936280203983188, -0.003163102548569441, -0.00342707522213459, 0.0009590165573172271, -0.006003950722515583, -0.00705623347312212, 0.0007934360764920712, 0.012061052024364471, 0.0020562508143484592, -0.0002087499451590702, -0.0048158979043364525, -0.006955629680305719, 0.0014780220808461308, 0.00032122674747370183, -0.005993688479065895, -0.002248955424875021, -0.007880939170718193, 0.005604366771876812, -0.007919374853372574, -0.0069242133758962154, 0.0007774687255732715, 0.004896284081041813, -0.002155397552996874, -0.004982294049113989, 0.00023156777024269104, 0.004948356654495001, -0.00030876920209266245, 0.005133674480021, -0.004304000176489353, -0.0015035776887089014, -0.0014148387126624584, -0.003045744262635708, 0.0016489813569933176, 0.002255565719678998, 0.0024819690734148026, -0.0029359229374676943, 0.0010214403737336397, -0.0013254566583782434, 0.004720455501228571, -0.0027358620427548885, -0.0017224292969331145, -0.006076534744352102, 0.005697951652109623, 0.004624645225703716, 0.00479746563360095, -0.0096566341817379, 0.004761992953717709, -0.0062508536502718925, 0.004591138102114201, 0.008475600741803646, 0.000815423671156168, 0.00259313709102571, 0.006658653728663921, 0.0010088699636980891, -0.0019859797321259975, -0.0066835591569542885, 0.0015628626570105553, -0.007656528148800135, -0.0005807947600260377, -0.005379919894039631, 0.008847946301102638, -0.0036575545091181993, -0.004184978548437357, 0.0006308389129117131, 0.007989845238626003, 0.0065938979387283325, 0.004104081075638533, 0.009286610409617424, 0.0023248177021741867, -0.0002835480554495007, 0.00508082564920187, 0.009784089401364326, 0.0019546609837561846, 0.0022903778590261936, -0.007544034160673618, 0.0027916315011680126, 0.0020544701255857944]",[]
We were robbed.,,,,"['PRON', 'AUX', 'VERB', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.0022479696199297905, 0.011330748908221722, 0.003148512216284871, -0.0037478075828403234, 0.0036532003432512283, -0.017509888857603073, 0.009058871306478977, 0.022587282583117485, -0.004616625607013702, -0.005318349692970514, -0.0004402417689561844, -0.01726389490067959, 0.0017373436130583286, 0.006308044772595167, 0.002347630215808749, -0.010065410286188126, 0.002080796752125025, -0.005442820955067873, 0.00031769691850058734, -0.01815171353518963, 0.00596568314358592, 0.004256207030266523, 0.0029051972087472677, -0.002338564023375511, -0.0022415744606405497, 0.0012001135619357228, -0.00021057699632365257, -0.0032376970630139112, -0.013435482047498226, -0.0007620807737112045, 0.01235443726181984, 0.005853995215147734, 6.078905425965786e-05, -0.011717255227267742, -0.0035647687036544085, 0.008167097344994545, -0.0010683961445465684, -0.01053889561444521, -0.008271115832030773, -0.009559666737914085, 0.008591837249696255, -0.006431142333894968, -0.007825392298400402, 0.002054906450212002, 0.008334210142493248, -0.0015029307687655091, -0.007435888517647982, 0.0025187816936522722, 0.006344810593873262, 0.0014321372145786881, 0.012027407996356487, 4.885811358690262e-05, 0.0010056783212348819, -0.003092582104727626, -0.0014349283883348107, 0.0015741755487397313, 0.0007002423517405987, -0.000696740869898349, -0.004602912347763777, 0.00387117569334805, -0.0033444082364439964, 0.0014958428218960762, -0.0007778334547765553, -0.004265496972948313, -0.009237914346158504, 0.009852300398051739, 0.005927118938416243, 0.003810030408203602, -0.011983196251094341, 0.008209765888750553, -0.012543664313852787, 0.008657769300043583, 0.00727430684491992, 0.00209222175180912, 0.011022821068763733, 0.008860643021762371, -0.00011066906154155731, -0.005281392484903336, -0.011133663356304169, 0.00023098730889614671, -0.011080577969551086, 0.0035743277985602617, -0.004073855467140675, 0.01887143962085247, -0.0050526889972388744, -0.004327473696321249, 0.007819334045052528, 0.012545091100037098, 0.008908160962164402, 0.002518000779673457, 0.012342456728219986, 0.00853718351572752, 0.004782155156135559, 0.0023518584202975035, 0.011080466210842133, 0.002584102563560009, 0.005860034842044115, -0.009828779846429825, -0.0027605013456195593, -0.0006346164154820144]",[]
